run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens,source_file,model,parsed_ok
b7462250874cf5e5,2025-10-03T14:37:50.328915+00:00,10,SDN,Sudan,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,10493,,,,ParseError: decision not found,165,316,481,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
c149b64dee3c2450,2025-10-03T14:38:25.522329+00:00,2,VGB,"Virgin Islands, British",single_partner,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4940,,"`Telecommunications and ""Information Security""` of the UK","`Telecommunications and ""Information Security""` of the UK",ParseError: decision not found,149,298,447,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
118fd2e45aef1921,2025-10-03T14:41:14.084086+00:00,2,SYC,Seychelles,baseline_plus_one,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4799,,"in the UK list, which corresponds to Category 5 of"," in the UK list, which corresponds to Category 5 of",ParseError: decision not found,171,298,469,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
b641f43b792241be,2025-10-03T14:42:04.333723+00:00,10,CYP,Cyprus,baseline_plus_one,0,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12864,,,"



",ParseError: decision not found,167,284,451,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
b5bcd0d8839ed80d,2025-10-03T14:42:11.246732+00:00,2,BTN,Bhutan,single_partner,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,16570,,,"


",ParseError: decision not found,148,278,426,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
7ca09148cd11d338,2025-10-03T14:43:21.845228+00:00,27,UZB,Uzbekistan,single_partner,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,25260,,,"



",ParseError: decision not found,739,285,1024,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
07f23a3325c94c65,2025-10-03T14:43:39.460039+00:00,1,MNG,Mongolia,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,6037,,,"
",ParseError: decision not found,414,273,687,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
d912f7ed62a028d3,2025-10-03T14:44:40.501725+00:00,14,BEN,Benin,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7320,,,,ParseError: decision not found,168,315,483,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
29806b61683d5506,2025-10-03T14:45:04.283035+00:00,27,LAO,Lao People's Democratic Republic,baseline_plus_one,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,20941,,,"



",ParseError: decision not found,813,282,1095,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
36a6e074a4252cfd,2025-10-03T14:45:14.332571+00:00,10,PER,Peru,baseline_plus_one,0,Other,South America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,16949,,,"



",ParseError: decision not found,167,289,456,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
6e4429864555d42a,2025-10-03T14:45:53.154176+00:00,24,MAF,Saint Martin (French part),single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,16633,,My,"
My",ParseError: decision not found,267,281,548,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
dd50f982997d3015,2025-10-03T14:46:03.526804+00:00,7,SJM,Svalbard and Jan Mayen,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,23238,,,"



",ParseError: decision not found,176,287,463,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
f4f39874b0bad41b,2025-10-03T14:47:48.737636+00:00,23,SYR,Syrian Arab Republic,single_partner,10,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,11067,,,"



",ParseError: decision not found,766,282,1048,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
a863f9f647fe2fcb,2025-10-03T14:48:40.782859+00:00,10,MUS,Mauritius,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,10089,,,"


",ParseError: decision not found,167,288,455,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
73922804b00cbace,2025-10-03T14:49:01.384903+00:00,1,MKD,North Macedonia,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,8497,,,,ParseError: decision not found,416,299,715,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
62318155c35054fe,2025-10-03T14:49:08.469297+00:00,2,LIE,Liechtenstein,baseline_plus_one,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,15263,,*,"
*",ParseError: decision not found,173,275,448,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
ccad10c0b999addd,2025-10-03T14:49:09.712223+00:00,26,ROU,Romania,single_partner,3,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,16181,,users,"
 users",ParseError: decision not found,447,267,714,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
e8cd66ab91ecbd26,2025-10-03T14:49:45.755910+00:00,27,ASM,American Samoa,baseline_plus_one,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12139,,,"



",ParseError: decision not found,809,280,1089,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
96e6791b7337c882,2025-10-03T14:52:33.153817+00:00,7,AIA,Anguilla,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12781,,,"



",ParseError: decision not found,189,287,476,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
04e5e4177c34a52c,2025-10-03T14:53:05.190636+00:00,7,NCL,New Caledonia,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12146,,,"


",ParseError: decision not found,172,277,449,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
2656b3d23f4a0ef9,2025-10-03T14:53:49.577724+00:00,23,ARM,Armenia,baseline_plus_one,10,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7655,,,,ParseError: decision not found,806,300,1106,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
c8ce29d90d80f3f0,2025-10-03T14:55:07.939494+00:00,25,SGS,South Georgia and the South Sandwich Islands,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,13016,,,"



",ParseError: decision not found,761,276,1037,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
a0c51d0fc39ac11d,2025-10-03T14:56:14.349890+00:00,1,ESP,Spain,single_partner,0,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,19801,,The,"
The",ParseError: decision not found,414,273,687,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
583c5d41937e1f78,2025-10-03T14:56:52.712317+00:00,6,VGB,"Virgin Islands, British",baseline_plus_one,1,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,9765,,,,ParseError: decision not found,0,0,0,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
bb6257b782620206,2025-10-03T14:58:00.572717+00:00,27,DZA,Algeria,baseline_plus_one,11,Other,Africa,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7199,,,,ParseError: decision not found,820,298,1118,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
503676190dbf9612,2025-10-03T15:10:57.294207+00:00,8,ROU,Romania,baseline_plus_one,3,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,6085,,The,"
The",ParseError: decision not found,176,275,451,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
739613b5d37734e6,2025-10-03T15:11:02.941996+00:00,8,TKL,Tokelau,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,11176,,,"



",ParseError: decision not found,154,281,435,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
33de218dad6746aa,2025-10-03T15:11:35.959774+00:00,6,YEM,Yemen,single_partner,1,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5389,,4,"
4",ParseError: decision not found,162,272,434,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
e4e862839e2a3f71,2025-10-03T15:11:42.910412+00:00,6,JPN,Japan,baseline_plus_one,1,Other,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,6928,,.,"
.",ParseError: decision not found,166,269,435,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
2c00fa8ab1f2b5ca,2025-10-03T15:12:07.359081+00:00,12,FRA,France,single_partner,5,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7922,,,,ParseError: decision not found,164,290,454,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
3497014e86945e08,2025-10-03T15:12:38.912229+00:00,14,SDN,Sudan,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12236,,,"



",ParseError: decision not found,170,290,460,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
a8142753edef486d,2025-10-03T15:12:39.912690+00:00,34,LKA,Sri Lanka,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,17257,,The,"
The",ParseError: decision not found,650,272,922,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
0b9e2618069bddf3,2025-10-03T15:12:49.962661+00:00,10,TWN,"Taiwan, Province of China",baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5613,,**,"
**",ParseError: decision not found,171,271,442,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
6eb83894e9599f60,2025-10-03T15:13:17.904754+00:00,14,NFK,Norfolk Island,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,14279,,,"


",ParseError: decision not found,189,281,470,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
259875c7e5c1f756,2025-10-03T15:15:52.551026+00:00,7,IRL,Ireland,single_partner,3,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,13915,,,"


",ParseError: decision not found,171,280,451,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
e0083bca22fce803,2025-10-03T15:15:56.096197+00:00,14,MTQ,Martinique,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,10705,,*,"
*",ParseError: decision not found,171,280,451,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
bc0cdfda5aa8889d,2025-10-03T15:16:21.339454+00:00,7,IRQ,Iraq,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,28783,,,,ParseError: decision not found,169,306,475,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
ab2eed5e8332dca2,2025-10-03T15:16:28.838474+00:00,2,HMD,Heard Island and McDonald Islands,single_partner,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,6995,,Control,"
Control",ParseError: decision not found,152,269,421,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
1e94ec46329d5ed0,2025-10-03T15:17:03.455508+00:00,24,NGA,Nigeria,baseline_plus_one,3,Other,Africa,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,17430,,,"
",ParseError: decision not found,275,272,547,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
0bf6d1dc72955f54,2025-10-03T15:17:20.901337+00:00,14,NPL,Nepal,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,24022,,,"



",ParseError: decision not found,188,280,468,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
1203b987e2149ade,2025-10-03T15:18:38.394782+00:00,6,GRD,Grenada,baseline_plus_one,1,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5052,,*," of the UK Strategic Export Control Lists).
        *   ",ParseError: decision not found,164,298,462,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
44aaf173cd60c8a0,2025-10-03T15:29:07.153491+00:00,26,TON,Tonga,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,23713,,,"



",ParseError: decision not found,447,279,726,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
cf0be29d61d4e3aa,2025-10-03T15:30:05.762946+00:00,34,PRT,Portugal,single_partner,0,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,24973,,,"



",ParseError: decision not found,649,281,930,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
3941cbba95a7a9e6,2025-10-03T15:43:11.633769+00:00,1,MDG,Madagascar,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,21945,,,"



",ParseError: decision not found,414,277,691,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
d8bcf3d1be50f4ed,2025-10-03T15:50:54.561288+00:00,23,AUT,Austria,baseline_plus_one,10,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7797,,,,ParseError: decision not found,806,301,1107,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
d90e638b03a5c87e,2025-10-03T15:55:01.502744+00:00,26,MEX,Mexico,single_partner,3,Other,North America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,20842,,,"



",ParseError: decision not found,447,288,735,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
f1a2f044dbceabc9,2025-10-03T15:56:05.249814+00:00,25,GIN,Guinea,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,23614,,,"



",ParseError: decision not found,755,282,1037,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
a975a1126d07fbf4,2025-10-03T15:56:13.153422+00:00,34,MAR,Morocco,single_partner,0,Other,Africa,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,17749,,,"
",ParseError: decision not found,649,276,925,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
7a9275ba5bff6527,2025-10-03T15:56:50.852397+00:00,18,IOT,British Indian Ocean Territory,single_partner,31,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,16712,,**Applying,"
**Applying",ParseError: decision not found,164,272,436,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
6491b9e0126ce72a,2025-10-03T15:57:14.996111+00:00,2,TJK,Tajikistan,single_partner,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,28995,,,"



",ParseError: decision not found,148,282,430,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
f391418f52e40b3c,2025-10-03T15:57:36.852842+00:00,1,GUF,French Guiana,baseline_plus_one,0,Other,South America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,10854,,,"
",ParseError: decision not found,416,273,689,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
ab526992a0e6adec,2025-10-03T15:58:03.703676+00:00,27,LBN,Lebanon,single_partner,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12314,,,"



",ParseError: decision not found,739,286,1025,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
e908d0c439ed3dbe,2025-10-03T15:58:06.565125+00:00,10,VCT,Saint Vincent and the Grenadines,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,11254,,,"


",ParseError: decision not found,173,281,454,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
71d8cb1c79e01575,2025-10-03T15:58:18.880636+00:00,8,CAN,Canada,baseline_plus_one,3,FiveEyes,North America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7881,,,"

    ",ParseError: decision not found,176,276,452,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
0389d0d4999a185e,2025-10-03T15:59:19.344144+00:00,26,AUS,Australia,single_partner,3,FiveEyes,Oceania,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,8361,,**Organisation,"
**Organisation",ParseError: decision not found,447,273,720,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
479e829ce239055b,2025-10-03T15:59:20.978905+00:00,24,ALB,Albania,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,8607,,*,"
*",ParseError: decision not found,275,271,546,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
4040e95e6a7933eb,2025-10-03T15:59:35.648483+00:00,34,AZE,Azerbaijan,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,8611,,Keywords,"
Keywords",ParseError: decision not found,649,277,926,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
70022bd544871e1d,2025-10-03T16:00:08.402068+00:00,34,FRA,France,baseline_plus_one,0,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7488,,*,"
*",ParseError: decision not found,649,274,923,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
15b4ce1a72a6ae4f,2025-10-03T16:01:04.746974+00:00,14,AFG,Afghanistan,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5811,,,,ParseError: decision not found,186,264,450,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
35e84193e8b83d66,2025-10-03T16:01:13.302066+00:00,12,BOL,"Bolivia, Plurinational State of",single_partner,5,Other,South America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,20697,,,"



",ParseError: decision not found,172,283,455,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
389b959839c21208,2025-10-03T16:05:07.005135+00:00,25,CAN,Canada,baseline_plus_one,0,FiveEyes,North America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,8319,,,,ParseError: decision not found,754,337,1091,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
5f6a59d457284eb6,2025-10-03T16:06:33.529519+00:00,27,BOL,"Bolivia, Plurinational State of",baseline_plus_one,11,Other,South America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,9923,,,,ParseError: decision not found,826,293,1119,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
a298c20ebcabb82d,2025-10-03T16:07:02.043121+00:00,27,ATF,French Southern Territories,baseline_plus_one,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,21798,,,"



",ParseError: decision not found,810,281,1091,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
1c30c728b3015bfa,2025-10-03T16:07:04.011421+00:00,8,RWA,Rwanda,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,21544,,,"



",ParseError: decision not found,176,280,456,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
135fa5ea2c596680,2025-10-03T16:07:50.332353+00:00,6,ETH,Ethiopia,single_partner,1,Other,Africa,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,16384,,**Dual,"
**Dual",ParseError: decision not found,162,276,438,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
f0043fb9d9952d39,2025-10-03T16:09:16.804163+00:00,18,IRN,"Iran, Islamic Republic of",baseline_plus_one,31,Other,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,20297,,,"




",ParseError: decision not found,320,267,587,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
e589cb3c89393e1e,2025-10-03T16:10:03.908077+00:00,23,WLF,Wallis and Futuna,single_partner,10,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,18563,,of,"
 of",ParseError: decision not found,767,272,1039,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
5e861632277b706d,2025-10-03T16:13:10.149648+00:00,7,CAF,Central African Republic,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,17369,,.,"
.",ParseError: decision not found,173,279,452,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
a87f630335488f03,2025-10-03T16:20:51.106646+00:00,18,BIH,Bosnia and Herzegovina,single_partner,31,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,7371,,,,ParseError: decision not found,161,307,468,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
80b8bb9edf08e533,2025-10-03T16:22:58.933022+00:00,18,DMA,Dominica,single_partner,31,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,6886,,,,ParseError: decision not found,159,272,431,runs_done_openrouter_gemini2_5.csv,gemini2.5,False
