run_id,model,project_id,iso3,country_name,decision,rationale,code_uk_eu_dualuse,code_itar_ear,code_sanctions,code_military_end_use,code_partner_identity,notes_annotator
a0247c69d1312c7c,gemini2.5,27,BLM,Saint Barthélemy,YES,The project involves collaboration,,,,,,
05359ad1f7b6902a,gemini2.5,1,DEU,Germany,YES,The project involves the development,,,,,,
aab98722b97869fe,llama3.3,7,SLV,El Salvador,NO,"The project focuses on improving the resilience and reliability of IoT-based sensing and control in energy systems, which is a civilian application. The involvement of academic partners from the UK, Cyprus, and El Salvador, as well as a private company, Sygensys, does not inherently suggest a military or dual-use purpose. The project's emphasis on smart grids, microgrids, and electric vehicle charging also points towards a civilian use case, with no explicit indication of controlled technologies or military applications. The international collaboration with a public university in El Salvador may require consideration of local regulations, but it does not trigger UK export control review on its own.",,,,,,
63bce282c64d30ca,claude-sonnet-4,1,CUB,Cuba,YES,"This project involves quantum computing technology with neutral-atom quantum processors and superconducting circuits, which falls under UK export control regulations as quantum computing is a dual-use technology with potential military applications. The involvement of a Cuban university as a project partner raises additional export control concerns, as Cuba is subject to various international sanctions and export restrictions. The transfer of quantum computing knowledge, techniques, and potentially controlled microwave photon technology to Cuba would likely require export licensing under UK regulations.",,,,,,
4af3a60f2a8bd216,gemini2.5,2,KIR,Kiribati,YES,The project involves the development of,,,,,,
0c6a5ac6b03960b1,chatgpt-4o,7,SYR,Syrian Arab Republic,YES,"The involvement of a project partner from the Syrian Arab Republic, a country subject to UK export controls and sanctions, necessitates an export control review. Additionally, the project's focus on cyber-physical attacks and IoT-based control systems in energy infrastructure could involve dual-use technologies, which are subject to export control regulations.",,,,,,
9fb5a5cde1ff45cd,gemini2.5,27,SUR,Suriname,YES,The project involves research into novel semiconductor,,,,,,
68dbaa3b4fe19caa,gemini2.5,7,UMI,United States Minor Outlying Islands,YES,The project develops technology for,,,,,,
43881ee5d909ae89,qwen2.5,6,CUB,Cuba,YES,"The project involves collaboration with a public university in Cuba, which is subject to comprehensive U.S. sanctions and export controls. Additionally, the focus on securing high-value devices and protecting intellectual property in sensitive applications like unmanned aerial vehicles and critical infrastructure may involve technologies that are regulated under UK export control laws.",,,,,,
1229fc656bda26e2,chatgpt-4o,8,AGO,Angola,YES,"The COUSIN project involves the development of underwater surveillance networks with security applications, which are likely to be subject to export controls due to their potential military and dual-use nature. The involvement of SONAR and underwater acoustic communication technologies, along with partners like NATO and Thales, further suggests that the project may have military applications. Additionally, collaboration with international partners, including a university in Angola, necessitates careful review under export control regulations to ensure compliance.",,,,,,
5781e34c31b4768c,llama3.3,24,NAM,Namibia,YES,"The project involves the development of security protocols and countermeasures for trusted execution environments, which could be considered dual-use technology. The collaboration with industry partners such as ARM, Microsoft, and NVIDIA, who are major players in the development of hardware and software for trusted execution environments, suggests that the project may be working with controlled technologies. Additionally, the involvement of a project partner located in Namibia, a country subject to certain export controls, raises concerns about potential export control implications. The project's focus on evaluating the security guarantees of the PCIe Trusted Device Interface Security Protocol (TDISP) and developing countermeasures against various attacks also suggests that it may be working with controlled technologies.",,,,,,
b1714ea27cce53d7,qwen2.5,12,CMR,Cameroon,NO,"The project focuses on sustainable design principles and responsible innovation in civilian technologies such as AI, 5G, and digital communications, without any specific defense or dual-use applications. The involvement of international partners does not introduce elements that would necessitate export control under UK regulations.",,,,,,
76a9711907b1aa59,chatgpt-4o,12,BLR,Belarus,YES,"The involvement of a public university in Belarus, a country subject to UK sanctions and export controls, necessitates an export control review. Although the project focuses on sustainable ICT innovation without specific defense or dual-use applications, the collaboration with an entity in Belarus triggers potential compliance issues under UK export control regulations.",,,,,,
7b37f20830e875b7,qwen2.5,2,MDG,Madagascar,YES,"The project involves collaboration with international partners, including Intel Corporation Ltd and Yale University, and focuses on developing telemetry solutions and routing algorithms that could have dual-use applications. Export controls are applicable to projects involving foreign partners and technologies that may impact national security or foreign policy.",,,,,,
b9041af31b1d914e,claude-sonnet-4,14,PRK,"Korea, Democratic People's Republic of",YES,"The project involves a partnership with an institution in North Korea (Democratic People's Republic of Korea), which is subject to comprehensive UK sanctions and export controls. Any technology transfer, collaboration, or sharing of research outputs with North Korean entities requires export licensing under UK dual-use export control regulations, regardless of the civilian nature of the IoT sensor technology being developed.",,,,,,
f9640c7a861242f7,gemini2.5,27,PER,Peru,YES,The project involves collaboration with Wuhan,,,,,,
80b94efa71345442,chatgpt-4o,12,RUS,Russian Federation,YES,"The involvement of a public university located in the Russian Federation necessitates an export control review due to UK export control regulations, which may impose restrictions on technology transfer to certain countries. Although the project focuses on sustainable design frameworks and does not explicitly mention defense or dual-use technologies, the geopolitical context and potential for sensitive technology transfer require careful consideration.",,,,,,
a6a52d880a7f64f9,qwen2.5,34,IRN,"Iran, Islamic Republic of",YES,"The project involves advanced research in quantum communication networks and reconfigurable intelligent surfaces (RIS), which may fall under UK export control regulations due to their potential dual-use applications. Additionally, the involvement of a project partner from Iran, a country subject to specific export controls, further necessitates a review.",,,,,,
6573d9d4a51d9eb0,claude-sonnet-4,2,VUT,Vanuatu,NO,"This project focuses on carbon-aware networking and climate change mitigation through telemetry and routing algorithms, which are civilian environmental applications. While it involves networking technologies, the research is specifically aimed at reducing carbon emissions rather than developing controlled networking capabilities. The academic nature of the collaboration with universities and the environmental focus indicate this falls outside typical export control categories for dual-use technologies.",,,,,,
eab2f0fd33ae7952,llama3.3,14,TCD,Chad,NO,"The project focuses on energy-resilient sensor systems for civilian applications such as agriculture, home automation, and healthcare, with no indication of defense-specific or dual-use technology. The involvement of industry partners like ARM Ltd and Environmental Measures Ltd, as well as academic institutions like ETH Zurich and a public university in Chad, does not inherently suggest a controlled technology. The project's emphasis on energy harvesting for IoT applications in non-sensitive areas suggests it does not fall under export control regulations. The international collaboration with a university in Chad does not, by itself, trigger export control concerns given the project's nature.",,,,,,
1a44c4a09200ad1c,chatgpt-4o,6,MMR,Myanmar,YES,"The project involves dynamic encryption and contextual key generation, which are sensitive technologies potentially subject to export controls due to their applications in unmanned aerial vehicles and critical infrastructure. The involvement of a partner in Myanmar, a country subject to UK export control restrictions, further necessitates a review to ensure compliance with export regulations. Additionally, collaboration with NASA JPL indicates potential dual-use concerns.",,,,,,
6d66e81bf2ad0981,gemini2.5,34,BEL,Belgium,YES,The project involves the development of advanced,,,,,,
a20c19c6b185c226,qwen2.5,2,ISR,Israel,YES,"The project involves collaboration with a public university in Israel, which requires export control review under UK export control regulations. Additionally, the project's focus on telemetry solutions and routing algorithms could have dual-use applications, necessitating further assessment.",,,,,,
c4332ac0053cfcbd,llama3.3,24,SYR,Syrian Arab Republic,YES,"The project involves the development of security protocols and countermeasures for trusted execution environments, which could be considered dual-use technology. The collaboration with a public university in the Syrian Arab Republic, a country subject to UK and international sanctions, raises export control concerns. The project's focus on securing peripherals such as GPUs, NICs, and FPGAs, which have potential military applications, further supports the need for export control review. The involvement of industry partners like ARM, Microsoft, and NVIDIA, who are major players in the tech industry, also suggests that the project's outcomes could have significant commercial and potentially military implications.",,,,,,
a348e98a94147cfa,llama3.3,27,BEL,Belgium,NO,"The project focuses on fundamental research in novel semiconductors for renewable energy generation, which is not inherently controlled under export control regulations. The research aims to improve understanding of charge-lattice interactions in materials for solar energy conversion, and the project partners are primarily academic institutions. There is no indication of dual-use applications or involvement of controlled technologies, such as military or nuclear-related research. The project's goal of developing sustainable energy solutions and its collaboration with universities and research institutions suggest a low risk of export control concerns.",,,,,,
d39325a8c0325c7b,gemini2.5,2,BEL,Belgium,YES,"The project involves telemetry and networking, which",,,,,,
85288cfc719252d3,llama3.3,25,HND,Honduras,NO,"The JOINER project is focused on creating a national scale experimentation platform for telecommunications research, primarily within the UK, with a public university in Honduras as an additional project partner. The project's goals and activities do not appear to involve the development or transfer of controlled technologies, such as military-grade encryption, surveillance equipment, or other dual-use items. The project's emphasis on collaborative research, experimentation, and testing of telecommunications networks and services, as well as its intention to share data openly to enable innovation, suggests that it is primarily focused on civilian applications and does not pose a significant export control risk. The involvement of a Honduran university as a project partner may require consideration of international collaboration and data sharing arrangements, but does not in itself indicate a need for export control review.",,,,,,
90234046f1ff6ece,qwen2.5,14,RWA,Rwanda,NO,"The project focuses on developing energy-resilient sensor systems for IoT applications in non-defense and non-dual-use sectors such as agriculture, home automation, and healthcare. There are no references to defense-specific or dual-use technologies.",,,,,,
36618587ff3aad4f,claude-sonnet-4,1,CZE,Czechia,YES,"This project involves quantum computing technology using neutral-atom quantum processors with Rydberg states and superconducting circuits, which falls under UK dual-use export controls for quantum computing systems. The research specifically develops quantum interfaces and networking capabilities between quantum processors, representing advanced quantum computing technology that could have military applications. The involvement of an international partner in Czechia requires export control review to ensure compliance with technology transfer restrictions for controlled quantum computing technologies.",,,,,,
885be662fe43785d,llama3.3,34,ALA,Åland Islands,NO,"The research project focuses on developing a platform for ultimate network connectivity, involving various network elements and technologies such as AI, ML, and quantum communication. While the project involves advanced technologies, it does not appear to be directly related to military or dual-use applications, and the involvement of a public university in the Åland Islands as a project partner does not raise any specific export control concerns. The project's goals, such as improving network efficiency, security, and latency, are generally aligned with civilian applications. The research does not seem to involve any controlled items or technologies listed in the UK's export control regulations, such as the Military Goods, Software and Technology List or the Dual-Use List.",,,,,,
fe6edaa8739dc419,gemini2.5,34,WLF,Wallis and Futuna,YES,The project involves research and development,,,,,,
7d25187c79ac5c68,claude-sonnet-4,23,SYR,Syrian Arab Republic,YES,"The project involves collaboration with a public university in Syria, which is subject to UK export control restrictions. The computational system development and algorithmic optimization techniques could constitute controlled technology transfer to a restricted destination. Even though the research focuses on energy management in homes, the computational methods and software being developed may require export licensing when shared with the Syrian partner institution.",,,,,,
77b243221078842b,qwen2.5,2,TTO,Trinidad and Tobago,YES,"The involvement of international partners, particularly the public university in Trinidad and Tobago, necessitates an export control review to ensure compliance with UK regulations regarding the transfer of technology and information. Additionally, the project's focus on innovative networking solutions may involve controlled technologies or information.",,,,,,
16e7502e471b7cfe,gemini2.5,25,BEL,Belgium,YES,The project focuses on the development and testing,,,,,,
937049fccbbd0984,claude-sonnet-4,2,PRT,Portugal,NO,"This project focuses on carbon emission reduction in computer networks through telemetry and routing optimization, which are standard networking research areas not subject to export controls. While it involves international collaboration and industry partners, the climate-focused networking research does not involve dual-use technologies, military applications, or controlled technical data that would trigger UK export control requirements.",,,,,,
eb4e2690e1896f6e,claude-sonnet-4,34,CUB,Cuba,YES,"This project involves quantum communication networks, advanced RF technologies including terahertz spectrum, and AI/ML techniques for network optimization - all of which fall under UK dual-use export control categories. The inclusion of a Cuban university as a project partner raises additional export control concerns, as Cuba is subject to various trade restrictions. The combination of controlled technologies (quantum communications, advanced telecommunications, AI) with an embargoed destination requires export licensing review.",,,,,,
7bbe8dd2bd2306e2,chatgpt-4o,6,PRK,"Korea, Democratic People's Republic of",YES,"The project involves dynamic encryption and contextual key generation, which are sensitive technologies potentially subject to export control due to their applications in securing high-value devices in hostile environments. The involvement of a partner from the Democratic People's Republic of Korea, a country subject to strict international sanctions and export controls, further necessitates a review to ensure compliance with UK export control regulations.",,,,,,
e2ef530a1d4ab7b9,gemini2.5,14,JPN,Japan,YES,The project involves collaboration with,,,,,,
949a94ee306df3c2,llama3.3,25,IRN,"Iran, Islamic Republic of",NO,"The JOINER project is focused on creating a national scale experimentation platform for telecommunications research, primarily within the UK, with a goal of supporting collaborative research and experimentation. Although the project involves a partner from Iran, the project's primary objective and activities do not appear to involve the development or transfer of controlled technologies, such as dual-use items or military-related technologies. The project's focus on experimental research, development, and testing of telecommunications networks, as well as its aim to support academic research and innovation, suggests that it does not require export control review. The collaboration with an Iranian university may require additional considerations, but based on the provided information, the project itself does not appear to be controlled.",,,,,,
f44eea96b3fb8f5c,claude-sonnet-4,8,COK,Cook Islands,YES,"The project involves underwater surveillance technologies for security applications including port protection, which likely falls under dual-use export controls. The involvement of NATO as a partner and the focus on SONAR/acoustic communication systems for surveillance purposes suggests military or security-sensitive applications. Additionally, Thales Ltd. is a major defense contractor, and the project includes international partners from Brazil and Cook Islands, requiring careful assessment of technology transfer restrictions under UK export control regulations.",,,,,,
ef2f32ace41674b7,claude-sonnet-4,8,GLP,Guadeloupe,YES,"This project involves underwater surveillance technologies for security applications including port protection, which likely falls under dual-use export controls. The involvement of NATO as a partner and the focus on SONAR/acoustic communication systems for surveillance purposes suggests military or security-sensitive applications. Additionally, Thales Ltd. is a major defense contractor, and the international partnerships (including Brazil and Guadeloupe) indicate technology transfer that would require export control assessment under UK regulations.",,,,,,
168a517ff1f8e025,qwen2.5,14,WSM,Samoa,NO,"The project focuses on civilian applications such as agriculture, home automation, and healthcare, and does not involve defense-specific or dual-use technology. Therefore, it does not require export control review.",,,,,,
0fd089a73746a9bb,claude-sonnet-4,24,YEM,Yemen,YES,"This project involves developing security protocols and countermeasures for trusted execution environments with hardware accelerators, which could have dual-use applications in cryptographic and security systems. The research includes formal modeling of security protocols and development of attack countermeasures, potentially falling under UK export control categories for cryptographic software and information security technology. Additionally, the involvement of a project partner located in Yemen raises export control concerns, as Yemen may be subject to specific licensing requirements under UK export regulations.",,,,,,
c10b64f406c9a6b2,gemini2.5,23,FRA,France,NO,The project focuses on developing a computational system,,,,,,
c61d275da3f805d6,llama3.3,25,SYR,Syrian Arab Republic,NO,"The JOINER project is focused on creating a national scale experimentation platform for telecommunications research, primarily within the UK, with partners from academia and industry. The project's goals and activities do not appear to involve the development or transfer of controlled technologies, such as military-grade encryption, surveillance equipment, or other items listed on the UK's Military List or Dual-Use List. The involvement of a Syrian university may raise some concerns, but based on the provided information, the project's scope and objectives do not suggest any controlled activities or exports. The project's focus on collaborative research, experimentation, and testing in a representative network environment does not inherently imply the need for export control review.",,,,,,
c66c6e5539a9d9a1,gemini2.5,18,UZB,Uzbekistan,YES,The project involves the development and use of,,,,,,
96856450d7292982,chatgpt-4o,12,SJM,Svalbard and Jan Mayen,NO,"The Paris-DE project focuses on sustainable design frameworks for ICT innovation, specifically targeting carbon emission reduction and alignment with the Paris Agreement. It does not involve specific defense or dual-use technologies, and its partners are primarily civilian organizations and academic institutions. The project's emphasis on responsible innovation in AI, 5G, and digital technologies without military applications suggests it does not require export control review.",,,,,,
5ecd1c1948771ffb,claude-sonnet-4,27,SLB,Solomon Islands,NO,"This research focuses on fundamental materials science for renewable energy applications, specifically studying charge-lattice interactions in semiconductors for solar energy conversion. The work involves basic scientific research on material properties and characterization using spectroscopic techniques, without indication of dual-use technologies, military applications, or controlled materials/equipment. While the project involves international collaboration, the research appears to be purely academic in nature aimed at advancing clean energy technologies.",,,,,,
3c91b493c2c88ddb,gemini2.5,14,ARM,Armenia,YES,The project involves collaboration with a partner university,,,,,,
3697e85b7965f4fa,chatgpt-4o,2,ARE,United Arab Emirates,YES,"The project involves international collaboration, including a partner in the United Arab Emirates, which may trigger export control considerations due to the transfer of potentially sensitive technology or information. Additionally, the involvement of advanced telemetry solutions and routing algorithms in computer networks could fall under dual-use technology regulations, necessitating an export control review.",,,,,,
29a615f2aa9edd9d,claude-sonnet-4,10,BMU,Bermuda,NO,"This project focuses on cyber security research support tools and testbeds rather than developing controlled technologies. The research is conducted by academic institutions (Queen's University Belfast and a public university in Bermuda) for educational and research purposes. The abstract explicitly states the project does not produce ""restricted technologies,"" and testbeds/frameworks for cyber security research typically fall under fundamental research exemptions in export control regimes.",,,,,,
183fb8e1629e7049,gemini2.5,18,CCK,Cocos (Keeling) Islands,YES,"The project involves research into """,,,,,,
f0af14ce1370bba3,llama3.3,6,AIA,Anguilla,YES,"The project requires export control review due to its involvement with NASA JPL, a US government entity, and the development of encryption technology, which is a controlled item under export regulations. The application of the technology in unmanned aerial vehicles and critical infrastructure also raises concerns about potential military or dual-use applications. Additionally, the collaboration with a foreign entity, even if it's a public university in Anguilla, may trigger export control requirements. The project's focus on dynamic encryption and contextual key generation further supports the need for export control review.",,,,,,
4eb2aea75d8937f4,llama3.3,14,ALA,Åland Islands,NO,"The project focuses on energy-resilient sensor systems for civilian applications such as agriculture, home automation, and healthcare, with no indication of defense-specific or dual-use technology. The involvement of industry partners like ARM Ltd and Environmental Measures Ltd, as well as academic institutions like ETH Zurich and a public university in Åland Islands, further suggests a civilian-oriented research project. The project's emphasis on energy harvesting for IoT applications does not inherently imply controlled technologies. The overall scope and partnerships indicate that the project does not require export control review.",,,,,,
09432d13cb96da18,gemini2.5,7,VNM,Viet Nam,YES,The project involves developing technology for,,,,,,
5d2f363ea131f577,chatgpt-4o,26,RWA,Rwanda,YES,"The project involves advanced AI/ML technologies and decentralized learning methods, which may have dual-use implications under export control regulations. The involvement of international partners, including a public university in Rwanda, raises potential concerns about the transfer of controlled technology or knowledge to non-UK entities. Additionally, the use of high-throughput and low-latency 5G/6G technologies could be subject to export controls due to their strategic importance.",,,,,,
f7e3da7073a62ffa,qwen2.5,23,ETH,Ethiopia,NO,"The project focuses on behavioral and social aspects of energy management using computational systems inspired by bee communication, which does not involve controlled technologies, military applications, or dual-use items that would typically require export control review.",,,,,,
473fb0b290f99cd5,gemini2.5,23,LUX,Luxembourg,NO,The project focuses on developing,,,,,,
8ce1b6e90cc90575,claude-sonnet-4,14,MHL,Marshall Islands,NO,"The project focuses on civilian IoT sensor systems for agriculture, home automation, and healthcare applications with energy harvesting technology. While it involves international collaboration including a partner in the Marshall Islands, the research appears to be fundamental in nature with clear civilian applications and no indication of military, dual-use, or strategically sensitive technologies that would typically trigger UK export control requirements.",,,,,,
c476057b74ed4cd5,claude-sonnet-4,18,AFG,Afghanistan,YES,"The project involves cryptographic tools and AI-based vulnerability detection with explicit dual-use potential, which are controlled technologies under UK export regulations. The presence of defense contractors (BAE Systems, Thales, Roke Manor Research) and a project partner located in Afghanistan - a country subject to export restrictions - creates additional export control obligations. The combination of controlled cryptographic research and international collaboration with a restricted jurisdiction requires export licensing review.",,,,,,
0baf8183cc97c950,qwen2.5,7,GLP,Guadeloupe,YES,"The project involves IoT-based sensing and control in energy systems, which may include cyber-physical systems. Given the involvement of a public university in Guadeloupe, export controls may apply due to the potential for dual-use technologies and the international nature of the project.",,,,,,
b1ea64694cfbbf64,gemini2.5,25,ASM,American Samoa,YES,The project involves the development,,,,,,
25d6b142c44b91a5,claude-sonnet-4,7,MNE,Montenegro,NO,"This project focuses on general IoT sensing, control methods, and resilience techniques for energy systems, which are fundamental research areas not subject to export controls. While it involves cybersecurity considerations, these appear to be defensive applications for critical infrastructure protection rather than development of controlled cryptographic or surveillance technologies. The academic nature of the collaboration with standard university partners, including within the EU/EEA region, does not trigger additional export control requirements.",,,,,,
d6fe9279fcc3d412,chatgpt-4o,7,PRK,"Korea, Democratic People's Republic of",YES,"The involvement of a project partner from the Democratic People's Republic of Korea (North Korea) triggers export control concerns due to the country's status under international sanctions and export control regulations. The project's focus on IoT-based sensing and control in energy systems, which includes mitigating cyber-physical attacks, may involve dual-use technologies that are subject to export controls, especially when collaborating with entities in sanctioned countries.",,,,,,
ca0a2ceb4b7ab3f6,qwen2.5,8,BMU,Bermuda,YES,"The project involves NATO and Thales as partners, and it includes the development of SONAR and underwater acoustic communication technologies, which are subject to export controls due to their potential military applications.",,,,,,
eeca370f11efff3f,llama3.3,25,SVN,Slovenia,NO,"The JOINER project is focused on creating a national scale experimentation platform for telecommunications research, primarily within the UK, with a partner university in Slovenia. The project's goals and activities do not indicate the development or transfer of controlled dual-use items, such as military-grade telecommunications equipment or sensitive encryption technologies. The project's emphasis on collaborative research, experimentation, and testing in a representative network environment, as well as its focus on future networks and 6G research, suggests a civilian purpose. The involvement of a Slovenian public university as a project partner does not inherently introduce export control concerns.",,,,,,
163677930d2bef98,chatgpt-4o,23,ARE,United Arab Emirates,NO,"The project focuses on developing a computational system inspired by bees to optimize energy management in homes, which does not involve controlled technologies or sensitive information related to national security or military applications. The research is primarily concerned with energy efficiency and behavioral studies, areas typically not subject to export control. Additionally, the involvement of a public university in the UAE does not inherently trigger export control concerns, as the project does not appear to involve dual-use technologies or restricted data.",,,,,,
ed15a09c330e8161,claude-sonnet-4,14,SDN,Sudan,YES,"The project involves a partnership with a public university in Sudan, which is subject to UK export control restrictions under the Export Control Order 2008. While the core IoT sensor technology appears civilian in nature, the collaboration with an entity in Sudan requires export control review due to the country's designation under UK export control regulations, regardless of the technology's intended application.",,,,,,
cbb410b1f8e8ce36,qwen2.5,24,EST,Estonia,YES,"The project involves evaluating a new security protocol (TDISP) and developing an emulator for it, which may include research and development of technologies that could have export control implications. Additionally, the involvement of international partners, including a university in Estonia, necessitates a review to ensure compliance with export control regulations.",,,,,,
e0ee98d2239e007a,chatgpt-4o,1,BLR,Belarus,YES,"The project involves the development of a quantum interface between neutral-atom quantum processors and superconducting circuits, which is a cutting-edge technology with potential dual-use applications. The involvement of a project partner from Belarus, a country subject to specific export control regulations, further necessitates an export control review to ensure compliance with UK export control laws, particularly given the sensitive nature of quantum computing technologies.",,,,,,
d7ce1c9434593455,claude-sonnet-4,1,SYR,Syrian Arab Republic,YES,"The project involves quantum computing technology with a Syrian university partner. Syria is subject to comprehensive UK export controls and sanctions. Quantum computing technologies, particularly those involving quantum processors and networking capabilities, are typically controlled under dual-use export regulations due to their potential cryptographic and strategic applications.",,,,,,
edc86fd0671aedf1,qwen2.5,8,IRN,"Iran, Islamic Republic of",YES,"The project involves NATO and a public university in Iran, which triggers export control due to the involvement of a sanctioned country. Additionally, the development of SONAR and underwater acoustic communication technologies has potential military applications, further necessitating export control review.",,,,,,
02505b6b3fe573d9,chatgpt-4o,6,SGP,Singapore,YES,"The project involves dynamic encryption and contextual key generation, which are sensitive technologies potentially subject to export control due to their applications in securing high-value devices in hostile environments. The involvement of NASA JPL, a U.S. entity, and a partner in Singapore, a non-EU country, further necessitates an export control review to ensure compliance with international regulations on the transfer of cryptographic technology.",,,,,,
cb4c31b09144790e,llama3.3,14,MKD,North Macedonia,NO,"The project focuses on energy-resilient sensor systems for IoT applications in civilian areas such as agriculture, home automation, and healthcare, with no indication of defense-specific or dual-use technology. The involvement of industry partners like ARM Ltd and academic institutions like ETH Zurich and a public university in North Macedonia does not inherently suggest controlled technologies. The project's emphasis on energy harvesting for unreliable internet of things does not appear to involve sensitive or controlled technologies that would require export control review. The overall scope and partners suggest a civilian-focused research project.",,,,,,
4bb6fd728d3f4be9,llama3.3,26,KWT,Kuwait,NO,"The project focuses on developing a novel distributed architecture for decentralized learning methods, specifically for edge AI applications. While the project involves international collaboration with a public university in Kuwait, the research itself does not appear to involve controlled technologies, such as military or dual-use items. The project's goals and outcomes seem to be focused on improving the efficiency and scalability of AI/ML methods for commercial and daily-life applications, rather than developing controlled technologies. The involvement of industry partners like IBM, Nokia, and Samsung suggests a commercial focus, further supporting the conclusion that the project is not controlled.",,,,,,
fbe7141ed42a23fd,chatgpt-4o,1,AFG,Afghanistan,YES,"The project involves the development of a quantum interface between neutral-atom quantum processors and superconducting circuits, which is a cutting-edge technology with potential dual-use applications. The involvement of a project partner from Afghanistan, a country subject to UK export control regulations, further necessitates an export control review to ensure compliance with international security and non-proliferation obligations.",,,,,,
c946934e32f64727,claude-sonnet-4,27,SSD,South Sudan,NO,"This research focuses on fundamental materials science for renewable energy applications, specifically studying charge-lattice interactions in semiconductors for solar energy conversion. The work involves basic scientific research on material properties and characterization using spectroscopic techniques, without indication of dual-use technologies, military applications, or controlled materials/equipment. While the project involves international collaboration, the research appears to be purely academic in nature aimed at advancing clean energy technology, which does not typically fall under export control restrictions.",,,,,,
b4f3b9bc4940804b,qwen2.5,8,TGO,Togo,YES,"The project involves NATO and Thales as partners, and includes the development of SONAR and underwater acoustic communication technologies, which are subject to export controls due to their potential military applications.",,,,,,
