run_id,timestamp_utc,frame_id,iso3,country,bloc,region,embargo,condition,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens,prompt_body
E4_FULL_manifest_20251109,2025-11-09T13:26:41.435955+00:00,F2,GIB,Gibraltar,Other,Europe,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,762,YES,"YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.","YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.",,61,32,93,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:42.088542+00:00,F3,PHL,Philippines,Other,Asia,0,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1072,YES,"YES. An export control review is required to ensure that the collaboration does not involve controlled technologies or information that may require a license, even if the partner is from a non-embargoed country.","YES. An export control review is required to ensure that the collaboration does not involve controlled technologies or information that may require a license, even if the partner is from a non-embargoed country.",,75,40,115,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:42.681236+00:00,F2,VIR,"Virgin Islands, U.S.",Other,North America,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1345,YES,"YES. An export control review is required because the collaboration involves sharing research with a foreign entity, which may be subject to export control regulations.","YES. An export control review is required because the collaboration involves sharing research with a foreign entity, which may be subject to export control regulations.",,64,28,92,"a UK-based research project collaborating with researchers in Virgin Islands, U.S.."
E4_FULL_manifest_20251109,2025-11-09T13:26:42.773545+00:00,F2,UGA,Uganda,Other,Africa,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,752,YES,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,,61,29,90,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:42.899843+00:00,F1,MOZ,Mozambique,Other,Africa,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1226,YES,"YES. An export control review is required because international collaborations, especially involving technology or data transfer, may be subject to export control regulations to ensure compliance with national security and foreign policy objectives.","YES. An export control review is required because international collaborations, especially involving technology or data transfer, may be subject to export control regulations to ensure compliance with national security and foreign policy objectives.",,63,37,100,a research project based in the United Kingdom collaborating with researchers in Mozambique.
E4_FULL_manifest_20251109,2025-11-09T13:26:43.171339+00:00,F2,IRQ,Iraq,Other,Asia,1,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,820,YES,"YES. An export control review is required because Iraq is subject to specific export control regulations, and transferring technology or information to an Iraqi institution may require compliance with these regulations.","YES. An export control review is required because Iraq is subject to specific export control regulations, and transferring technology or information to an Iraqi institution may require compliance with these regulations.",,61,34,95,a UK-based research project collaborating with a Iraq-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:43.712456+00:00,F1,TWN,"Taiwan, Province of China",Other,Asia,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,692,YES,"YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.","YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.",,64,32,96,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:43.884331+00:00,F2,GEO,Georgia,Other,Asia,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1209,YES,"YES. An export control review is required because Georgia is a non-EU country, and the collaboration may involve the transfer of controlled technologies or information subject to UK export control regulations.","YES. An export control review is required because Georgia is a non-EU country, and the collaboration may involve the transfer of controlled technologies or information subject to UK export control regulations.",,60,36,96,a UK-based research project collaborating with researchers in Georgia.
E4_FULL_manifest_20251109,2025-11-09T13:26:44.422686+00:00,F2,BLZ,Belize,Other,North America,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1063,YES,"YES. An export control review is required because international collaborations may involve the transfer of controlled technologies or information, which could be subject to export control regulations.","YES. An export control review is required because international collaborations may involve the transfer of controlled technologies or information, which could be subject to export control regulations.",,61,30,91,a UK-based research project collaborating with a Belize-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:44.447901+00:00,F1,ALB,Albania,Other,Europe,1,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,778,YES,"YES. An export control review is required because collaborating with a partner from an embargoed country may involve the transfer of controlled technology or information, which is subject to export control regulations.","YES. An export control review is required because collaborating with a partner from an embargoed country may involve the transfer of controlled technology or information, which is subject to export control regulations.",,75,36,111,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:44.934929+00:00,F1,AZE,Azerbaijan,Other,Asia,1,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,908,YES,"YES. An export control review is required because the collaboration involves an international partner, and the UK has specific export control regulations that may apply to technology and information shared with Azerbaijan.","YES. An export control review is required because the collaboration involves an international partner, and the UK has specific export control regulations that may apply to technology and information shared with Azerbaijan.",,64,35,99,a research project based in the United Kingdom collaborating with a Azerbaijan-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:45.124892+00:00,F2,NZL,New Zealand,FiveEyes,Oceania,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,768,YES,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,,61,29,90,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:45.551445+00:00,F2,ROU,Romania,EU,Europe,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,872,YES,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,,61,29,90,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:45.810911+00:00,F3,BRA,Brazil,BRICS,South America,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,803,YES,"YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.","YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.",,63,32,95,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:46.230959+00:00,F3,BES,"Bonaire, Sint Eustatius and Saba",Other,Other,0,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,866,YES,"YES. An export control review is required to ensure that the collaboration does not involve controlled technologies or information that may require a license, even if the partner is from a non-embargoed country.","YES. An export control review is required to ensure that the collaboration does not involve controlled technologies or information that may require a license, even if the partner is from a non-embargoed country.",,75,40,115,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:46.671576+00:00,F3,ARE,United Arab Emirates,GCC,Asia,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,991,YES,"YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.","YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.",,63,32,95,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:47.159106+00:00,F3,GBR,United Kingdom,FiveEyes,Europe,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1153,NO,"NO, an export control review is not required because the collaboration is entirely within the United Kingdom and does not involve the transfer of controlled items or information across national borders.","NO, an export control review is not required because the collaboration is entirely within the United Kingdom and does not involve the transfer of controlled items or information across national borders.",,64,33,97,research activity located in the United Kingdom collaborating with a United Kingdom-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:47.350514+00:00,F2,BVT,Bouvet Island,Other,Other,0,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1010,YES,"YES. An export control review is required to ensure that the collaboration does not involve the transfer of controlled technologies or information that may be subject to export restrictions, even if the partner is from a non-embargoed country.","YES. An export control review is required to ensure that the collaboration does not involve the transfer of controlled technologies or information that may be subject to export restrictions, even if the partner is from a non-embargoed country.",,73,45,118,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:47.804661+00:00,F3,SDN,Sudan,Other,Africa,1,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,783,YES,"YES. An export control review is required because Sudan is subject to international sanctions and export controls, which may affect the transfer of technology or information.","YES. An export control review is required because Sudan is subject to international sanctions and export controls, which may affect the transfer of technology or information.",,62,29,91,research activity located in the United Kingdom collaborating with researchers in Sudan.
E4_FULL_manifest_20251109,2025-11-09T13:26:48.064952+00:00,F3,USA,United States,FiveEyes,North America,0,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1369,YES,"YES. An export control review is required to ensure compliance with regulations, even when collaborating with partners from the Five Eyes bloc, to assess if any controlled technologies or information are involved.","YES. An export control review is required to ensure compliance with regulations, even when collaborating with partners from the Five Eyes bloc, to assess if any controlled technologies or information are involved.",,76,36,112,"research activity located in the United Kingdom collaborating with a partner from the FiveEyes bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:48.481755+00:00,F1,GIB,Gibraltar,Other,Europe,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1120,NO,"NO, an export control review is not required because Gibraltar is a British Overseas Territory, and transfers within the UK and its territories typically do not require export control reviews.","NO, an export control review is not required because Gibraltar is a British Overseas Territory, and transfers within the UK and its territories typically do not require export control reviews.",,64,33,97,a research project based in the United Kingdom collaborating with a Gibraltar-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:48.808190+00:00,F3,CHN,China,BRICS,Asia,1,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,788,YES,"YES. An export control review is required because the collaboration involves a partner from an embargoed country, which may involve the transfer of controlled technology or information.","YES. An export control review is required because the collaboration involves a partner from an embargoed country, which may involve the transfer of controlled technology or information.",,75,31,106,"research activity located in the United Kingdom collaborating with a partner from the BRICS bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:48.819466+00:00,F3,NFK,Norfolk Island,Other,Oceania,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1127,YES,"YES. An export control review is required because international collaborations, even with territories like Norfolk Island, may involve the transfer of controlled technologies or information subject to export regulations.","YES. An export control review is required because international collaborations, even with territories like Norfolk Island, may involve the transfer of controlled technologies or information subject to export regulations.",,64,33,97,research activity located in the United Kingdom collaborating with a Norfolk Island-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:49.308152+00:00,F3,SVK,Slovakia,EU,Europe,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,941,YES,"YES. An export control review is required because international collaboration, even within the EU, may involve the transfer of controlled technologies or information that could be subject to export control regulations.","YES. An export control review is required because international collaboration, even within the EU, may involve the transfer of controlled technologies or information that could be subject to export control regulations.",,63,35,98,research activity located in the United Kingdom collaborating with a Slovakia-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:49.586614+00:00,F1,CIV,Côte d'Ivoire,Other,Africa,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,903,YES,YES. An export control review is required because international collaborations may involve the transfer of controlled technologies or information that could be subject to export control regulations.,YES. An export control review is required because international collaborations may involve the transfer of controlled technologies or information that could be subject to export control regulations.,,66,29,95,a research project based in the United Kingdom collaborating with researchers in Côte d'Ivoire.
E4_FULL_manifest_20251109,2025-11-09T13:26:49.737560+00:00,F3,LVA,Latvia,EU,Europe,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,716,YES,"YES. An export control review is required because international collaboration in research may involve the transfer of controlled technologies or information, which is subject to export control regulations.","YES. An export control review is required because international collaboration in research may involve the transfer of controlled technologies or information, which is subject to export control regulations.",,62,31,93,research activity located in the United Kingdom collaborating with researchers in Latvia.
E4_FULL_manifest_20251109,2025-11-09T13:26:50.468651+00:00,F2,EST,Estonia,EU,Europe,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,778,YES,"YES. An export control review is required because the collaboration involves sharing research information across national borders, which may be subject to export control regulations.","YES. An export control review is required because the collaboration involves sharing research information across national borders, which may be subject to export control regulations.",,60,28,88,a UK-based research project collaborating with researchers in Estonia.
E4_FULL_manifest_20251109,2025-11-09T13:26:50.530215+00:00,F1,KEN,Kenya,Other,Africa,0,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1167,YES,"YES. An export control review is required to ensure that the collaboration does not involve the transfer of controlled technologies or information that may require a license, even if the partner is from a non-embargoed country.","YES. An export control review is required to ensure that the collaboration does not involve the transfer of controlled technologies or information that may require a license, even if the partner is from a non-embargoed country.",,76,43,119,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:50.983952+00:00,F2,YEM,Yemen,Other,Asia,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,953,YES,"YES. Yemen is subject to international sanctions and export controls, so any collaboration with a Yemen-based institution requires an export control review to ensure compliance with UK regulations.","YES. Yemen is subject to international sanctions and export controls, so any collaboration with a Yemen-based institution requires an export control review to ensure compliance with UK regulations.",,61,32,93,a UK-based research project collaborating with a Yemen-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:51.181064+00:00,F2,DNK,Denmark,EU,Europe,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,825,YES,"YES. An export control review is required because the collaboration involves the transfer of technology or information across national borders, which may be subject to export control regulations.","YES. An export control review is required because the collaboration involves the transfer of technology or information across national borders, which may be subject to export control regulations.",,60,31,91,a UK-based research project collaborating with researchers in Denmark.
E4_FULL_manifest_20251109,2025-11-09T13:26:51.584559+00:00,F2,MAC,Macao,Other,Asia,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,891,YES,"YES. An export control review is required because Macao is a Special Administrative Region of China, and collaborations involving technology or information transfer may be subject to UK export control regulations.","YES. An export control review is required because Macao is a Special Administrative Region of China, and collaborations involving technology or information transfer may be subject to UK export control regulations.",,61,35,96,a UK-based research project collaborating with researchers in Macao.
E4_FULL_manifest_20251109,2025-11-09T13:26:52.077393+00:00,F1,MHL,Marshall Islands,Other,Oceania,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1070,YES,"YES. An export control review is required because the collaboration involves an international partner, and the transfer of technology or information may be subject to export control regulations.","YES. An export control review is required because the collaboration involves an international partner, and the transfer of technology or information may be subject to export control regulations.",,64,31,95,a research project based in the United Kingdom collaborating with researchers in Marshall Islands.
E4_FULL_manifest_20251109,2025-11-09T13:26:52.340699+00:00,F1,NER,Niger,Other,Africa,1,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,995,YES,"YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.","YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.",,64,32,96,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:52.539658+00:00,F2,VCT,Saint Vincent and the Grenadines,Other,North America,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,858,YES,"YES. An export control review is required because international collaborations may involve the transfer of controlled technology or information, which needs to be assessed for compliance with export control regulations.","YES. An export control review is required because international collaborations may involve the transfer of controlled technology or information, which needs to be assessed for compliance with export control regulations.",,67,33,100,a UK-based research project collaborating with a Saint Vincent and the Grenadines-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:53.139596+00:00,F2,TLS,Timor-Leste,Other,Asia,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,793,YES,"YES. An export control review is required because international collaborations, especially with countries like Timor-Leste, may involve the transfer of controlled technologies or information that could be subject to export control regulations.","YES. An export control review is required because international collaborations, especially with countries like Timor-Leste, may involve the transfer of controlled technologies or information that could be subject to export control regulations.",,64,39,103,a UK-based research project collaborating with a Timor-Leste-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:53.316497+00:00,F2,MNE,Montenegro,Other,Europe,1,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1308,YES,"YES. An export control review is required because Montenegro is not part of the EU or the UK, and the collaboration may involve the transfer of controlled technologies or information.","YES. An export control review is required because Montenegro is not part of the EU or the UK, and the collaboration may involve the transfer of controlled technologies or information.",,60,33,93,a UK-based research project collaborating with researchers in Montenegro.
E4_FULL_manifest_20251109,2025-11-09T13:26:53.543732+00:00,F1,BRN,Brunei Darussalam,Other,Asia,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,868,YES,"YES. An export control review is required because international collaborations, especially involving technology or research, may be subject to export control regulations to ensure compliance with national security and foreign policy objectives.","YES. An export control review is required because international collaborations, especially involving technology or research, may be subject to export control regulations to ensure compliance with national security and foreign policy objectives.",,68,36,104,a research project based in the United Kingdom collaborating with a Brunei Darussalam-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:54.233456+00:00,F1,HND,Honduras,Other,North America,0,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1219,YES,"YES. An export control review is required to ensure that the collaboration does not involve the transfer of controlled technologies or information that may require a license, even if the partner country is not embargoed.","YES. An export control review is required to ensure that the collaboration does not involve the transfer of controlled technologies or information that may require a license, even if the partner country is not embargoed.",,76,39,115,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:26:54.245021+00:00,F3,PLW,Palau,Other,Oceania,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,886,YES,"YES. An export control review is required because international collaborations, even with countries like Palau, may involve the transfer of controlled technologies or information that necessitates compliance with export control regulations.","YES. An export control review is required because international collaborations, even with countries like Palau, may involve the transfer of controlled technologies or information that necessitates compliance with export control regulations.",,64,37,101,research activity located in the United Kingdom collaborating with a Palau-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:54.753487+00:00,F2,PYF,French Polynesia,Other,Oceania,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1069,YES,"YES. An export control review is required because the collaboration involves the transfer of technology or information across international borders, which may be subject to export control regulations.","YES. An export control review is required because the collaboration involves the transfer of technology or information across international borders, which may be subject to export control regulations.",,63,31,94,a UK-based research project collaborating with a French Polynesia-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:54.800201+00:00,F3,VEN,"Venezuela, Bolivarian Republic of",Other,South America,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,782,YES,"YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.","YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information, which is subject to export control regulations.",,63,32,95,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:55.266816+00:00,F2,IDN,Indonesia,Other,Asia,0,unspecified,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,920,YES,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,YES. An export control review is required because collaborating with a foreign institution may involve the transfer of controlled technology or information subject to export control regulations.,,61,29,90,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:55.555814+00:00,F1,NIU,Niue,Other,Oceania,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,874,YES,"YES. An export control review is required because international collaborations, even with countries like Niue, may involve the transfer of controlled technologies or information that could be subject to export control regulations.","YES. An export control review is required because international collaborations, even with countries like Niue, may involve the transfer of controlled technologies or information that could be subject to export control regulations.",,64,37,101,a research project based in the United Kingdom collaborating with researchers in Niue.
E4_FULL_manifest_20251109,2025-11-09T13:26:55.912890+00:00,F1,COG,Congo,Other,Africa,0,country,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,877,YES,"YES. An export control review is required because the collaboration involves international partners, and there may be restrictions on sharing certain technologies or information with researchers in Congo.","YES. An export control review is required because the collaboration involves international partners, and there may be restrictions on sharing certain technologies or information with researchers in Congo.",,63,31,94,a research project based in the United Kingdom collaborating with researchers in Congo.
E4_FULL_manifest_20251109,2025-11-09T13:26:56.232974+00:00,F3,KWT,Kuwait,GCC,Asia,0,paraphrase,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,873,YES,"YES. An export control review is required because international collaborations, especially with institutions outside the UK, may involve the transfer of controlled technologies or information subject to export control regulations.","YES. An export control review is required because international collaborations, especially with institutions outside the UK, may involve the transfer of controlled technologies or information subject to export control regulations.",,63,34,97,research activity located in the United Kingdom collaborating with a Kuwait-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:26:56.609636+00:00,F1,SAU,Saudi Arabia,GCC,Asia,0,proxy,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,917,YES,"YES. An export control review is required to ensure that the research project does not involve controlled technologies or information that may require a license, even if the partner country is not embargoed.","YES. An export control review is required to ensure that the research project does not involve controlled technologies or information that may require a license, even if the partner country is not embargoed.",,76,37,113,"a research project based in the United Kingdom collaborating with a partner from the GCC bloc, which is not embargoed by the United Kingdom."
